,HCPCS_CODE,CLNDR_HCPCS_YR_NUM,LONG_DESCRIPTION,SHORT_DESCRIPTION,PRICE1,PRICE2,PRICE3,PRICE4,MULT_PI,CIM1,CIM2,CIM3,MCM1,MCM2,MCM3,STATUTE,LABCERT1,LABCERT2,LABCERT3,LABCERT4,LABCERT5,LABCERT6,LABCERT7,LABCERT8,XREF1,XREF2,XREF3,XREF4,XREF5,COV,ASC_GRP,ASC_DT,OPPS,OPPS_PI,OPPS_DT,PROCNOTE,BETOS,TOS1,TOS2,TOS3,TOS4,TOS5,ANEST_BU,ADD_DT,ACT_EFF_DT,TERM_DT,ACTION_CD
6275,Q5009,2020,Hospice or home health care provided in place not otherwise specified (nos),"Hospice/home hlth, place nos",,,,,9,,,,,,,,,,,,,,,,,,,,,D,,nan--,,,nan--,133.0,Y2,1,L,,,,,2007-01-01,2013-07-01,nan--,N
6276,Q5010,2020,Hospice home care provided in a hospice facility,Hospice home care in hospice,,,,,9,,,,,,,,,,,,,,,,,,,,,D,,nan--,,,nan--,133.0,Y2,1,L,,,,,2010-10-01,2010-10-01,nan--,N
6277,Q5101,2020,"Injection, filgrastim-sndz, biosimilar, (zarxio), 1 microgram","Injection, zarxio",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,D,YY,2015-07-01,,,nan--,187.0,O1E,1,P,,,,,2015-07-01,2018-04-01,nan--,N
6278,Q5102,2020,"Injection, infliximab, biosimilar, 10 mg","Inj., infliximab biosimilar",51.0,,,,A,,,,2049,,,,,,,,,,,,,,,,,D,,nan--,,,nan--,,O1E,1,P,,,,,2016-07-01,2018-04-01,2018-03-31,N
6279,Q5103,2020,"Injection, infliximab-dyyb, biosimilar, (inflectra), 10 mg","Injection, inflectra",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,D,YY,2018-04-01,,,nan--,187.0,O1E,1,P,,,,,2018-04-01,2018-04-01,nan--,N
6280,Q5104,2020,"Injection, infliximab-abda, biosimilar, (renflexis), 10 mg","Injection, renflexis",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,D,YY,2018-04-01,,,nan--,187.0,O1E,1,P,,,,,2018-04-01,2018-04-01,nan--,N
6281,Q5105,2020,"Injection, epoetin alfa-epbx, biosimilar, (retacrit) (for esrd on dialysis), 100 units",Inj retacrit esrd on dialysi,57.0,,,,A,,,,4273.1,,,,,,,,,,,,,,,,,D,YY,2018-07-01,,,nan--,,O1E,1,L,,,,,2018-07-01,2020-01-01,nan--,N
6282,Q5106,2020,"Injection, epoetin alfa-epbx, biosimilar, (retacrit) (for non-esrd use), 1000 units",Inj retacrit non-esrd use,51.0,,,,A,,,,2049,,,,,,,,,,,,,,,,,D,YY,2018-07-01,,,nan--,,O1E,9,,,,,,2018-07-01,2020-01-01,nan--,N
6283,Q5107,2020,"Injection, bevacizumab-awwb, biosimilar, (mvasi), 10 mg",Inj mvasi 10 mg,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,D,,nan--,,,nan--,187.0,O1E,1,P,,,,,2019-01-01,2019-01-01,nan--,N
6284,Q5108,2020,"Injection, pegfilgrastim-jmdb, biosimilar, (fulphila), 0.5 mg","Injection, fulphila",53.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,YY,2018-10-01,,,nan--,,O1E,1,P,,,,,2018-10-01,2018-10-01,nan--,N
6285,Q5109,2020,"Injection, infliximab-qbtx, biosimilar, (ixifi), 10 mg","Injection, ixifi, 10 mg",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,D,,nan--,,,nan--,187.0,O1E,1,P,,,,,2019-01-01,2019-01-01,nan--,N
6286,Q5110,2020,"Injection, filgrastim-aafi, biosimilar, (nivestym), 1 microgram",Nivestym,51.0,,,,A,,,,2049,,,,,,,,,,,,,,,,,D,YY,2018-10-01,,,nan--,,O1E,1,P,,,,,2018-10-01,2018-10-01,nan--,N
6287,Q5111,2020,"Injection, pegfilgrastim-cbqv, biosimilar, (udenyca), 0.5 mg","Injection, udenyca 0.5 mg",53.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,YY,2019-01-01,,,nan--,,O1E,1,P,,,,,2019-01-01,2019-01-01,nan--,N
6288,Q5112,2020,"Injection, trastuzumab-dttb, biosimilar, (ontruzant), 10 mg",Inj ontruzant 10 mg,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,P,,,,,2019-07-01,2019-07-01,nan--,N
6289,Q5113,2020,"Injection, trastuzumab-pkrb, biosimilar, (herzuma), 10 mg",Inj herzuma 10 mg,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,P,,,,,2019-07-01,2019-07-01,nan--,N
6290,Q5114,2020,"Injection, trastuzumab-dkst, biosimilar, (ogivri), 10 mg",Inj ogivri 10 mg,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,P,,,,,2019-07-01,2019-07-01,nan--,N
6291,Q5115,2020,"Injection, rituximab-abbs, biosimilar, (truxima), 10 mg",Inj truxima 10 mg,51.0,,,,A,,,,2049,,,,,,,,,,,,,,,,,D,,nan--,,,nan--,,O1D,1,P,,,,,2019-07-01,2019-07-01,nan--,N
6292,Q5116,2020,"Injection, trastuzumab-qyyp, biosimilar, (trazimera), 10 mg","Inj., trazimera, 10 mg",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,P,,,,,2019-10-01,2019-10-01,nan--,N
6293,Q5117,2020,"Injection, trastuzumab-anns, biosimilar, (kanjinti), 10 mg","Inj., kanjinti, 10 mg",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,YY,2019-10-01,,,nan--,,O1E,1,P,,,,,2019-10-01,2019-10-01,nan--,N
6294,Q5118,2020,"Injection, bevacizumab-bvzr, biosimilar, (zirabev), 10 mg","Inj., zirabev, 10 mg",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,P,,,,,2019-10-01,2019-10-01,nan--,N
6295,Q5119,2020,"Injection, rituximab-pvvr, biosimilar, (ruxience), 10 mg","Inj ruxience, 10 mg",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1D,1,P,,,,,2020-07-01,2020-07-01,nan--,N
6296,Q5120,2020,"Injection, pegfilgrastim-bmez, biosimilar, (ziextenzo), 0.5 mg",Inj pegfilgrastim-bmez 0.5mg,53.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,P,,,,,2020-07-01,2020-07-01,nan--,N
6297,Q5121,2020,"Injection, infliximab-axxq, biosimilar, (avsola), 10 mg","Inj. avsola, 10 mg",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,P,,,,,2020-07-01,2020-07-01,nan--,N
6298,Q9001,2020,Assessment by department of veterans affairs chaplain services,Va chaplain assessment,99.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,Z2,3,,,,,,2020-10-01,2020-10-01,nan--,A
6299,Q9002,2020,"Counseling, individual, by department of veterans affairs chaplain services",Va chaplain counsel individu,99.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,Z2,3,,,,,,2020-10-01,2020-10-01,nan--,A
6300,Q9003,2020,"Counseling, group, by department of veterans affairs chaplain services",Va chaplain counsel group,99.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,Z2,3,,,,,,2020-10-01,2020-10-01,nan--,A
6301,Q9950,2020,"Injection, sulfur hexafluoride lipid microspheres, per ml",Inj sulf hexa lipid microsph,57.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,YY,2018-10-01,,,nan--,,I1F,4,,,,,,2016-01-01,2018-10-01,nan--,N
6302,Q9951,2020,"Low osmolar contrast material, 400 or greater mg/ml iodine concentration, per ml","Locm >= 400 mg/ml iodine,1ml",51.0,,,,A,,,,15022,,,,,,,,,,,,,,,,,D,,nan--,,,nan--,,I1E,4,,,,,,2005-04-01,2005-04-01,nan--,N
6303,Q9953,2020,"Injection, iron-based magnetic resonance contrast agent, per ml","Inj fe-based mr contrast,1ml",57.0,,,,A,,,,15022,,,,,,,,,,,,,,,,,D,,nan--,,,nan--,,I1F,4,,,,,,2005-04-01,2005-04-01,nan--,N
6304,Q9954,2020,"Oral magnetic resonance contrast agent, per 100 ml","Oral mr contrast, 100 ml",57.0,,,,A,,,,15022,,,,,,,,,,,,,,,,,D,,nan--,,,nan--,,I1F,4,,,,,,2005-04-01,2005-04-01,nan--,N
6305,Q9955,2020,"Injection, perflexane lipid microspheres, per ml","Inj perflexane lip micros,ml",57.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,I1F,4,,,,,,2005-04-01,2005-04-01,nan--,N
6306,Q9956,2020,"Injection, octafluoropropane microspheres, per ml","Inj octafluoropropane mic,ml",57.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,I1F,4,,,,,,2005-04-01,2005-04-01,nan--,N
6307,Q9957,2020,"Injection, perflutren lipid microspheres, per ml","Inj perflutren lip micros,ml",57.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,I1F,4,,,,,,2005-04-01,2005-04-01,nan--,N
6308,Q9958,2020,"High osmolar contrast material, up to 149 mg/ml iodine concentration, per ml","Hocm <=149 mg/ml iodine, 1ml",51.0,,,,A,,,,15022,,,,,,,,,,,,,,,,,D,,nan--,,,nan--,,I1E,4,,,,,,2005-07-01,2005-07-01,nan--,N
6309,Q9959,2020,"High osmolar contrast material, 150-199 mg/ml iodine concentration, per ml","Hocm 150-199mg/ml iodine,1ml",51.0,,,,A,,,,15022,,,,,,,,,,,,,,,,,D,,nan--,,,nan--,,I1E,4,,,,,,2005-07-01,2005-07-01,nan--,N
6310,Q9960,2020,"High osmolar contrast material, 200-249 mg/ml iodine concentration, per ml","Hocm 200-249mg/ml iodine,1ml",51.0,,,,A,,,,15022,,,,,,,,,,,,,,,,,D,,nan--,,,nan--,,I1E,4,,,,,,2005-07-01,2005-07-01,nan--,N
6311,Q9961,2020,"High osmolar contrast material, 250-299 mg/ml iodine concentration, per ml","Hocm 250-299mg/ml iodine,1ml",51.0,,,,A,,,,15022,,,,,,,,,,,,,,,,,D,,nan--,,,nan--,,I1E,4,,,,,,2005-07-01,2005-07-01,nan--,N
6312,Q9962,2020,"High osmolar contrast material, 300-349 mg/ml iodine concentration, per ml","Hocm 300-349mg/ml iodine,1ml",51.0,,,,A,,,,15022,,,,,,,,,,,,,,,,,D,,nan--,,,nan--,,I1E,4,,,,,,2005-07-01,2005-07-01,nan--,N
6313,Q9963,2020,"High osmolar contrast material, 350-399 mg/ml iodine concentration, per ml","Hocm 350-399mg/ml iodine,1ml",51.0,,,,A,,,,15022,,,,,,,,,,,,,,,,,D,,nan--,,,nan--,,I1E,4,,,,,,2005-07-01,2005-07-01,nan--,N
6314,Q9964,2020,"High osmolar contrast material, 400 or greater mg/ml iodine concentration, per ml","Hocm>= 400mg/ml iodine, 1ml",51.0,,,,A,,,,15022,,,,,,,,,,,,,,,,,D,,nan--,,,nan--,,I1E,4,,,,,,2005-07-01,2005-07-01,nan--,N
6315,Q9965,2020,"Low osmolar contrast material, 100-199 mg/ml iodine concentration, per ml","Locm 100-199mg/ml iodine,1ml",51.0,,,,A,,,,15022,,,,,,,,,,,,,,,,,D,,nan--,,,nan--,,I1E,4,,,,,,2008-01-01,2008-01-01,nan--,N
6316,Q9966,2020,"Low osmolar contrast material, 200-299 mg/ml iodine concentration, per ml","Locm 200-299mg/ml iodine,1ml",51.0,,,,A,,,,15022,,,,,,,,,,,,,,,,,D,,nan--,,,nan--,,I1E,4,,,,,,2008-01-01,2008-01-01,nan--,N
6317,Q9967,2020,"Low osmolar contrast material, 300-399 mg/ml iodine concentration, per ml","Locm 300-399mg/ml iodine,1ml",51.0,,,,A,,,,15022,,,,,,,,,,,,,,,,,D,,nan--,,,nan--,,I1E,4,,,,,,2008-01-01,2008-01-01,nan--,N
6318,Q9968,2020,"Injection, non-radioactive, non-contrast, visualization adjunct (e.g., methylene blue, isosulfan blue), 1 mg",Visualization adjunct,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,YY,2015-01-01,,,nan--,,I1E,4,,,,,,2010-01-01,2014-01-01,nan--,N
6319,Q9969,2020,"Tc-99m from non-highly enriched uranium source, full cost recovery add-on, per study dose",Non-heu tc-99m add-on/dose,53.0,,,,A,,,,,,,,,,,,,,,,,,,,,D,,nan--,,,nan--,179.0,Y1,9,,,,,,2013-01-01,2013-01-01,nan--,N
6320,Q9970,2020,"Injection, ferric carboxymaltose, 1mg",Inj ferric carboxymaltos 1mg,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,P,,,,,2014-07-01,2015-01-01,2014-12-31,N
6321,Q9972,2020,"Injection, epoetin beta, 1 microgram, (for esrd on dialysis)",Epoetin beta esrd use,57.0,,,,A,,,,,,,,,,,,,,,,J0887,,,,,D,,nan--,,,nan--,195.0,O1E,1,L,,,,,2014-07-01,2015-01-01,2014-12-31,N
6322,Q9973,2020,"Injection, epoetin beta, 1 microgram, (non-esrd use)",Epoetin beta non esrd,57.0,,,,A,,,,,,,,,,,,,,,,J0888,,,,,D,,nan--,,,nan--,195.0,O1E,9,,,,,,2014-07-01,2015-01-01,2014-12-31,N
6323,Q9974,2020,"Injection, morphine sulfate, preservative-free for epidural or intrathecal use, 10 mg",Morphine epidural/intratheca,51.0,,,,A,60-14,,,2049,,,,,,,,,,,,J2274,,,,,D,,nan--,,,nan--,,O1E,1,P,,,,,2014-07-01,2015-01-01,2014-12-31,N
6324,Q9975,2020,"Injection, factor viii fc fusion protein (recombinant), per iu",Factor viii fc fusion recomb,51.0,,,,A,,,,,,,,,,,,,,,,J7205,,,,,D,,nan--,,,nan--,127.0,O1E,1,P,,,,,2015-04-01,2016-01-01,2015-12-31,N
6325,Q9976,2020,"Injection, ferric pyrophosphate citrate solution, 0.1 mg of iron",Inj ferric pyrophosphate cit,51.0,,,,A,,,,,,,,,,,,,,,,J1443,,,,,C,,nan--,,,nan--,,O1E,1,L,,,,,2015-07-01,2016-01-01,2015-12-31,N
6326,Q9977,2020,"Compounded drug, not otherwise classified",Compounded drug noc,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,D,,nan--,,,nan--,205.0,O1E,1,,,,,,2015-07-01,2016-01-01,2015-12-31,N
6327,Q9978,2020,Netupitant 300 mg and palonosetron 0.5 mg,Netupitant palonosetron oral,51.0,,,,A,,,,,,,,,,,,,,,,J8655,,,,,D,,nan--,,,nan--,204.0,O1E,1,,,,,,2015-07-01,2016-01-01,2015-12-31,N
6328,Q9979,2020,"Injection, alemtuzumab, 1 mg","Injection, alemtuzumab",51.0,,,,A,,,,,,,,,,,,,,,,J0202,,,,,D,,nan--,,,nan--,127.0,O1E,1,P,,,,,2015-10-01,2016-01-01,2015-12-31,N
6329,Q9980,2020,"Hyaluronan or derivative, genvisc 850, for intra-articular injection, 1 mg","Genvisc, inj, 1mg",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2016-01-01,2017-01-01,2016-12-31,N
6330,Q9981,2020,"Rolapitant, oral, 1 mg","Rolapitant, oral, 1mg",51.0,,,,A,,,,,,,,,,,,,,,,J8670,,,,,D,,nan--,,,nan--,187.0,O1E,1,,,,,,2016-07-01,2017-01-01,2016-12-31,N
6331,Q9982,2020,"Flutemetamol f18, diagnostic, per study dose, up to 5 millicuries",Flutemetamol f18 diagnostic,,,,,9,,,,,,,,,,,,,,,,,,,,,D,,nan--,,,nan--,189.0,I1E,4,,,,,,2016-07-01,2019-01-01,nan--,N
6332,Q9983,2020,"Florbetaben f18, diagnostic, per study dose, up to 8.1 millicuries",Florbetaben f18 diagnostic,,,,,9,,,,,,,,,,,,,,,,,,,,,D,,nan--,,,nan--,189.0,I1E,4,,,,,,2016-07-01,2019-01-01,nan--,N
6333,Q9984,2020,"Levonorgestrel-releasing intrauterine contraceptive system (kyleena), 19.5 mg","Kyleena, 19.5 mg",,,,,9,,,,,,,1862(a)(1),,,,,,,,,J7296,,,,,S,,nan--,,,nan--,,P6C,9,,,,,,2017-07-01,2018-01-01,2017-12-31,N
6334,Q9985,2020,"Injection, hydroxyprogesterone caproate, not otherwise specified, 10 mg",Inj hydroxyprogst capoat nos,51.0,,,,A,,,,,,,,,,,,,,,,J1729,,,,,C,,nan--,,,nan--,,O1E,1,P,,,,,2017-07-01,2018-01-01,2017-12-31,N
6335,Q9986,2020,"Injection, hydroxyprogesterone caproate, (makena), 10 mg","Makena, 10 mg",51.0,,,,A,,,,,,,,,,,,,,,,J1726,,,,,C,,nan--,,,nan--,,O1E,1,P,,,,,2017-07-01,2018-01-01,2017-12-31,N
6336,Q9987,2020,Pathogen(s) test for platelets,Pathogen test for platelets,57.0,,,,A,50-34,,,,,,,,,,,,,,,P9100,,,,,D,,nan--,,,nan--,,T1H,5,,,,,,2017-07-01,2018-01-01,2017-12-31,N
6337,Q9988,2020,"Platelets, pheresis, pathogen-reduced, each unit","Platelets, pathogen reduced",52.0,,,,A,,,,2455B,,,1833T,,,,,,,,,P9073,,,,,D,,nan--,,,nan--,,T1H,9,,,,,,2017-07-01,2018-01-01,2017-12-31,N
6338,Q9989,2020,"Ustekinumab, for intravenous injection, 1 mg","Ustekinumab, iv inject,1 mg",51.0,,,,A,,,,,,,,,,,,,,,,J3358,,,,,C,,nan--,,,nan--,,O1E,1,P,,,,,2017-07-01,2018-01-01,2017-12-31,N
6339,Q9991,2020,"Injection, buprenorphine extended-release (sublocade), less than or equal to 100 mg",Buprenorph xr 100 mg or less,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,YY,2018-07-01,,,nan--,,O1E,1,,,,,,2018-07-01,2018-07-01,nan--,N
6340,Q9992,2020,"Injection, buprenorphine extended-release (sublocade), greater than 100 mg",Buprenorphine xr over 100 mg,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,YY,2018-07-01,,,nan--,,O1E,1,,,,,,2018-07-01,2018-07-01,nan--,N
6341,Q9993,2020,"Injection, triamcinolone acetonide, preservative-free, extended-release, microsphere formulation, 1 mg","Inj., triamcinolone ext rel",51.0,,,,A,,,,,,,,,,,,,,,,J3304,,,,,D,,nan--,,,nan--,127.0,O1E,1,P,,,,,2018-07-01,2019-01-01,2018-12-31,N
6342,Q9994,2020,"In-line cartridge containing digestive enzyme(s) for enteral feeding, each",Enzyme cartridge enteral nut,39.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1C,E,,,,,,2018-07-01,2019-01-01,2018-12-31,N
6343,Q9995,2020,"Injection, emicizumab-kxwh, 0.5 mg","Inj., emicizumab-kxwh 0.5 mg",51.0,,,,A,,,,,,,,,,,,,,,,J7170,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2018-07-01,2019-01-01,2018-12-31,N
6344,R0070,2020,"Transportation of portable x-ray equipment and personnel to home or nursing home, per trip to facility or location, one patient seen",Transport portable x-ray,13.0,,,,A,,,,2070.4,5244.B,,,,,,,,,,,,,,,,D,,nan--,,,nan--,,I1F,4,,,,,,1982-01-01,1998-01-01,nan--,N
6345,R0075,2020,"Transportation of portable x-ray equipment and personnel to home or nursing home, per trip to facility or location, more than one patient seen",Transport port x-ray multipl,13.0,,,,A,,,,2070.4,5244.B,,,,,,,,,,,,,,,,D,,nan--,,,nan--,,I1F,4,,,,,,1986-01-01,1998-01-01,nan--,N
6346,R0076,2020,"Transportation of portable ekg to facility or location, per patient",Transport portable ekg,13.0,,,,A,50-15,,,2070.1,2070.4,,,,,,,,,,,,,,,,D,,nan--,,,nan--,61.0,I1F,5,,,,,,1984-01-01,1998-01-01,nan--,N
6347,S0012,2020,"Butorphanol tartrate, nasal spray, 25 mg","Butorphanol tartrate, nasal",,,,,9,,,,,,,,,,,,,,,,,,,,,I,,nan--,,,nan--,88.0,Z2,1,,,,,,2000-01-01,2000-01-01,nan--,N
6348,S0014,2020,"Tacrine hydrochloride, 10 mg","Tacrine hydrochloride, 10 mg",,,,,9,,,,,,,,,,,,,,,,,,,,,I,,nan--,,,nan--,88.0,Z2,1,P,,,,,2000-01-01,2000-01-01,nan--,N
6349,S0017,2020,"Injection, aminocaproic acid, 5 grams","Injection, aminocaproic acid",,,,,9,,,,,,,,,,,,,,,,,,,,,I,,nan--,,,nan--,88.0,Z2,1,P,,,,,2000-01-01,2000-01-01,nan--,N
6350,S0020,2020,"Injection, bupivicaine hydrochloride, 30 ml","Injection, bupivicaine hydro",,,,,9,,,,,,,,,,,,,,,,,,,,,I,,nan--,,,nan--,88.0,Z2,1,P,,,,,2000-01-01,2000-01-01,nan--,N
6351,S0021,2020,"Injection, cefoperazone sodium, 1 gram","Injection, cefoperazone sod",,,,,9,,,,,,,,,,,,,,,,,,,,,I,,nan--,,,nan--,88.0,Z2,1,P,,,,,2000-01-01,2000-01-01,nan--,N
6352,S0023,2020,"Injection, cimetidine hydrochloride, 300 mg","Injection, cimetidine hydroc",,,,,9,,,,,,,,,,,,,,,,,,,,,I,,nan--,,,nan--,88.0,Z2,1,P,,,,,2000-01-01,2000-01-01,nan--,N
6353,S0028,2020,"Injection, famotidine, 20 mg","Injection, famotidine, 20 mg",,,,,9,,,,,,,,,,,,,,,,,,,,,I,,nan--,,,nan--,88.0,Z2,1,P,,,,,2000-01-01,2000-01-01,nan--,N
6354,S0030,2020,"Injection, metronidazole, 500 mg","Injection, metronidazole",,,,,9,,,,,,,,,,,,,,,,,,,,,I,,nan--,,,nan--,88.0,Z2,1,P,,,,,2000-01-01,2000-01-01,nan--,N
6355,S0032,2020,"Injection, nafcillin sodium, 2 grams","Injection, nafcillin sodium",,,,,9,,,,,,,,,,,,,,,,,,,,,I,,nan--,,,nan--,88.0,Z2,1,P,,,,,2000-01-01,2000-01-01,nan--,N
6356,S0034,2020,"Injection, ofloxacin, 400 mg","Injection, ofloxacin, 400 mg",,,,,9,,,,,,,,,,,,,,,,,,,,,I,,nan--,,,nan--,88.0,Z2,1,P,,,,,2000-01-01,2000-01-01,nan--,N
6357,S0039,2020,"Injection, sulfamethoxazole and trimethoprim, 10 ml","Injection, sulfamethoxazole",,,,,9,,,,,,,,,,,,,,,,,,,,,I,,nan--,,,nan--,88.0,Z2,1,P,,,,,2000-01-01,2000-01-01,nan--,N
6358,S0040,2020,"Injection, ticarcillin disodium and clavulanate potassium, 3.1 grams","Injection, ticarcillin disod",,,,,9,,,,,,,,,,,,,,,,,,,,,I,,nan--,,,nan--,88.0,Z2,1,P,,,,,2000-01-01,2000-01-01,nan--,N
6359,S0073,2020,"Injection, aztreonam, 500 mg","Injection, aztreonam, 500 mg",,,,,9,,,,,,,,,,,,,,,,,,,,,I,,nan--,,,nan--,88.0,Z2,1,P,,,,,2000-01-01,2000-01-01,nan--,N
6360,S0074,2020,"Injection, cefotetan disodium, 500 mg","Injection, cefotetan disodiu",,,,,9,,,,,,,,,,,,,,,,,,,,,I,,nan--,,,nan--,88.0,Z2,1,P,,,,,2000-01-01,2000-01-01,nan--,N
6361,S0077,2020,"Injection, clindamycin phosphate, 300 mg","Injection, clindamycin phosp",,,,,9,,,,,,,,,,,,,,,,,,,,,I,,nan--,,,nan--,88.0,Z2,1,P,,,,,2000-01-01,2000-01-01,nan--,N
6362,S0078,2020,"Injection, fosphenytoin sodium, 750 mg","Injection, fosphenytoin sodi",,,,,9,,,,,,,,,,,,,,,,,,,,,I,,nan--,,,nan--,88.0,Z2,1,P,,,,,2000-01-01,2000-01-01,nan--,N
6363,S0080,2020,"Injection, pentamidine isethionate, 300 mg","Injection, pentamidine iseth",,,,,9,,,,,,,,,,,,,,,,,,,,,I,,nan--,,,nan--,88.0,Z2,1,P,,,,,2000-01-01,2000-01-01,nan--,N
6364,S0081,2020,"Injection, piperacillin sodium, 500 mg","Injection, piperacillin sodi",,,,,9,,,,,,,,,,,,,,,,,,,,,I,,nan--,,,nan--,88.0,Z2,1,P,,,,,2000-01-01,2000-01-01,nan--,N
6365,S0088,2020,"Imatinib, 100 mg",Imatinib 100 mg,,,,,9,,,,,,,,,,,,,,,,,,,,,I,,nan--,,,nan--,88.0,Z2,9,,,,,,2002-01-01,2008-10-01,nan--,N
6366,S0090,2020,"Sildenafil citrate, 25 mg","Sildenafil citrate, 25 mg",,,,,9,,,,,,,,,,,,,,,,,,,,,I,,nan--,,,nan--,88.0,Z2,1,P,,,,,2000-01-01,2000-01-01,nan--,N
6367,S0091,2020,"Granisetron hydrochloride, 1 mg (for circumstances falling under the medicare statute, use q0166)",Granisetron 1mg,,,,,9,,,,,,,,,,,,,,,,,,,,,I,,nan--,,,nan--,88.0,Z2,9,,,,,,2002-01-01,2001-07-01,nan--,N
6368,S0092,2020,"Injection, hydromorphone hydrochloride, 250 mg (loading dose for infusion pump)",Hydromorphone 250 mg,,,,,9,,,,,,,,,,,,,,,,,,,,,I,,nan--,,,nan--,88.0,Z2,9,,,,,,2002-01-01,2001-07-01,nan--,N
6369,S0093,2020,"Injection, morphine sulfate, 500 mg (loading dose for infusion pump)",Morphine 500 mg,,,,,9,,,,,,,,,,,,,,,,,,,,,I,,nan--,,,nan--,88.0,Z2,9,,,,,,2002-01-01,2001-07-01,nan--,N
6370,S0104,2020,"Zidovudine, oral, 100 mg","Zidovudine, oral, 100 mg",,,,,9,,,,,,,,,,,,,,,,,,,,,I,,nan--,,,nan--,,Z2,1,,,,,,2002-10-01,2002-10-01,nan--,N
6371,S0106,2020,"Bupropion hcl sustained release tablet, 150 mg, per bottle of 60 tablets",Bupropion hcl sr 60 tablets,,,,,9,,,,,,,,,,,,,,,,,,,,,I,,nan--,,,nan--,,Z2,9,,,,,,2002-04-01,2002-04-01,nan--,N
6372,S0108,2020,"Mercaptopurine, oral, 50 mg",Mercaptopurine 50 mg,,,,,9,,,,,,,,,,,,,,,,,,,,,I,,nan--,,,nan--,,Z2,9,,,,,,2002-04-01,2002-04-01,nan--,N
6373,S0109,2020,"Methadone, oral, 5 mg",Methadone oral 5mg,,,,,9,,,,,,,,,,,,,,,,,,,,,I,,nan--,,,nan--,,Z2,9,,,,,,2004-10-01,2004-10-01,nan--,N
6374,S0117,2020,"Tretinoin, topical, 5 grams",Tretinoin topical 5 g,,,,,9,,,,,,,,,,,,,,,,,,,,,I,,nan--,,,nan--,,Z2,9,,,,,,2004-07-01,2004-07-01,nan--,N
6375,S0119,2020,"Ondansetron, oral, 4 mg (for circumstances falling under the medicare statute, use hcpcs q code)",Ondansetron 4 mg,,,,,9,,,,,,,,,,,,,,,,,,,,,I,,nan--,,,nan--,,Z2,9,,,,,,2012-01-01,2012-01-01,nan--,N
6376,S0122,2020,"Injection, menotropins, 75 iu",Inj menotropins 75 iu,,,,,9,,,,,,,,,,,,,,,,,,,,,I,,nan--,,,nan--,,Z2,1,P,,,,,2002-04-01,2002-04-01,nan--,N
6377,S0126,2020,"Injection, follitropin alfa, 75 iu",Inj follitropin alfa 75 iu,,,,,9,,,,,,,,,,,,,,,,,,,,,I,,nan--,,,nan--,,Z2,1,P,,,,,2002-04-01,2002-04-01,nan--,N
6378,S0128,2020,"Injection, follitropin beta, 75 iu",Inj follitropin beta 75 iu,,,,,9,,,,,,,,,,,,,,,,,,,,,I,,nan--,,,nan--,,Z2,1,P,,,,,2002-04-01,2002-04-01,nan--,N
6379,S0132,2020,"Injection, ganirelix acetate, 250 mcg",Inj ganirelix acetat 250 mcg,,,,,9,,,,,,,,,,,,,,,,,,,,,I,,nan--,,,nan--,,Z2,1,P,,,,,2002-04-01,2002-04-01,nan--,N
